Row,Date,Time,Device,State
0,12/27/21,14:47:33,pH Pump,1
1,12/27/21,14:47:53,pH Pump,0
2,12/27/21,14:48:41,Heat Ex Comp,1
3,12/27/21,14:49:52,pH Pump,1
4,12/27/21,14:50:12,pH Pump,0
5,12/27/21,14:53:52,pH Pump,1
6,12/27/21,14:54:12,pH Pump,0
7,12/27/21,14:54:47,Heat Ex Comp,0
8,12/27/21,14:57:52,pH Pump,1
9,12/27/21,14:58:11,pH Pump,0
10,12/27/21,15:01:51,pH Pump,1
11,12/27/21,15:02:12,pH Pump,0
12,12/27/21,15:02:25,Cooling,1
13,12/27/21,15:04:48,Heat Ex Comp,1
14,12/27/21,15:05:52,pH Pump,1
15,12/27/21,15:06:11,pH Pump,0
16,12/27/21,15:09:52,pH Pump,1
17,12/27/21,15:10:12,pH Pump,0
18,12/27/21,15:10:15,Heat Ex Comp,0
19,12/27/21,15:13:52,pH Pump,1
20,12/27/21,15:14:12,pH Pump,0
21,12/27/21,15:17:11,Cooling,1
22,12/27/21,15:17:52,pH Pump,1
23,12/27/21,15:18:11,pH Pump,0
24,12/27/21,15:20:16,Heat Ex Comp,1
25,12/27/21,15:21:52,pH Pump,1
26,12/27/21,15:22:12,pH Pump,0
27,12/27/21,15:25:45,Heat Ex Comp,0
28,12/27/21,15:25:52,pH Pump,1
29,12/27/21,15:26:11,pH Pump,0
30,12/27/21,15:29:52,pH Pump,1
31,12/27/21,15:30:12,pH Pump,0
32,12/27/21,15:33:15,Cooling,1
33,12/27/21,15:33:52,pH Pump,1
34,12/27/21,15:34:12,pH Pump,0
35,12/27/21,15:35:45,Heat Ex Comp,1
36,12/27/21,15:37:52,pH Pump,1
37,12/27/21,15:38:12,pH Pump,0
38,12/27/21,15:40:42,Heat Ex Comp,0
39,12/27/21,15:41:52,pH Pump,1
40,12/27/21,15:42:12,pH Pump,0
41,12/27/21,15:45:52,pH Pump,1
42,12/27/21,15:46:12,pH Pump,0
43,12/27/21,15:47:20,Cooling,1
44,12/27/21,15:49:52,pH Pump,1
45,12/27/21,15:50:12,pH Pump,0
46,12/27/21,15:50:42,Heat Ex Comp,1
47,12/27/21,15:53:52,pH Pump,1
48,12/27/21,15:54:12,pH Pump,0
49,12/27/21,15:56:38,Heat Ex Comp,0
50,12/27/21,15:57:52,pH Pump,1
51,12/27/21,15:58:12,pH Pump,0
52,12/27/21,16:01:52,pH Pump,1
53,12/27/21,16:02:12,pH Pump,0
54,12/27/21,16:03:44,Cooling,1
55,12/27/21,16:03:53,Effulent Coil,1
56,12/27/21,16:05:52,pH Pump,1
57,12/27/21,16:06:12,pH Pump,0
58,12/27/21,16:06:37,Heat Ex Comp,1
59,12/27/21,16:09:52,pH Pump,1
60,12/27/21,16:10:12,pH Pump,0
61,12/27/21,16:11:43,Heat Ex Comp,0
62,12/27/21,16:12:30,Effulent Coil,0
63,12/27/21,16:13:52,pH Pump,1
64,12/27/21,16:14:12,pH Pump,0
65,12/27/21,16:17:52,pH Pump,1
66,12/27/21,16:18:12,pH Pump,0
67,12/27/21,16:18:57,Cooling,1
68,12/27/21,16:21:43,Heat Ex Comp,1
69,12/27/21,16:21:52,pH Pump,1
70,12/27/21,16:22:12,pH Pump,0
71,12/27/21,16:25:52,pH Pump,1
72,12/27/21,16:26:12,pH Pump,0
73,12/27/21,16:27:32,Heat Ex Comp,0
74,12/27/21,16:29:52,pH Pump,1
75,12/27/21,16:30:12,pH Pump,0
76,12/27/21,16:33:52,pH Pump,1
