Row,Date,Time,Device,State
0,12/03/21,17:30:00,Heat Ex Comp,0
1,12/03/21,17:36:27,Cooling,1
2,12/03/21,17:40:00,Heat Ex Comp,1
3,12/03/21,17:44:43,Heat Ex Comp,0
4,12/03/21,17:52:29,Cooling,1
5,12/03/21,17:54:43,Heat Ex Comp,1
6,12/03/21,17:59:51,Heat Ex Comp,0
7,12/03/21,18:06:47,Cooling,1
8,12/03/21,18:09:51,Heat Ex Comp,1
9,12/03/21,18:15:01,Heat Ex Comp,0
10,12/03/21,18:22:24,Cooling,1
11,12/03/21,18:25:01,Heat Ex Comp,1
12,12/03/21,18:29:59,Heat Ex Comp,0
13,12/03/21,18:37:10,Cooling,1
14,12/03/21,18:39:59,Heat Ex Comp,1
15,12/03/21,18:42:15,Effulent Coil,1
16,12/03/21,18:45:34,Heat Ex Comp,0
17,12/03/21,18:50:51,Effulent Coil,0
18,12/03/21,18:52:44,Cooling,1
19,12/03/21,18:55:34,Heat Ex Comp,1
20,12/03/21,19:00:47,Heat Ex Comp,0
21,12/03/21,19:07:40,Cooling,1
22,12/03/21,19:10:46,Heat Ex Comp,1
23,12/03/21,19:16:30,Heat Ex Comp,0
24,12/03/21,19:23:42,Cooling,1
25,12/03/21,19:26:30,Heat Ex Comp,1
26,12/03/21,19:31:51,Heat Ex Comp,0
27,12/03/21,19:39:03,Cooling,1
28,12/03/21,19:41:50,Heat Ex Comp,1
29,12/03/21,19:47:29,Heat Ex Comp,0
30,12/03/21,19:54:24,Cooling,1
31,12/03/21,19:57:30,Heat Ex Comp,1
32,12/03/21,20:02:42,Heat Ex Comp,0
33,12/03/21,20:10:10,Cooling,1
34,12/03/21,20:12:42,Heat Ex Comp,1
35,12/03/21,20:18:11,Heat Ex Comp,0
36,12/03/21,20:22:16,Effulent Coil,1
37,12/03/21,20:24:47,Cooling,1
38,12/03/21,20:28:10,Heat Ex Comp,1
39,12/03/21,20:30:52,Effulent Coil,0
40,12/03/21,20:31:37,Conductivity Pump,1
41,12/03/21,20:31:47,Conductivity Pump,0
42,12/03/21,20:33:37,Conductivity Pump,1
43,12/03/21,20:33:42,Heat Ex Comp,0
44,12/03/21,20:33:47,Conductivity Pump,0
45,12/03/21,20:40:50,Cooling,1
46,12/03/21,20:43:41,Heat Ex Comp,1
47,12/03/21,20:48:24,Heat Ex Comp,0
48,12/03/21,20:56:06,Cooling,1
49,12/03/21,20:58:23,Heat Ex Comp,1
50,12/03/21,21:03:01,Heat Ex Comp,0
51,12/03/21,21:12:16,Cooling,1
52,12/03/21,21:13:01,Heat Ex Comp,1
53,12/03/21,21:16:58,Heat Ex Comp,0
54,12/03/21,21:25:57,Cooling,1
55,12/03/21,21:26:57,Heat Ex Comp,1
56,12/03/21,21:31:02,Heat Ex Comp,0
57,12/03/21,21:40:55,Cooling,1
58,12/03/21,21:41:01,Heat Ex Comp,1
59,12/03/21,21:44:41,Heat Ex Comp,0
60,12/03/21,21:55:03,Heat Ex Comp,1
61,12/03/21,21:55:03,Cooling,1
62,12/03/21,21:58:45,Heat Ex Comp,0
63,12/03/21,22:02:16,Effulent Coil,1
64,12/03/21,22:07:19,Cooling,1
65,12/03/21,22:08:45,Heat Ex Comp,1
66,12/03/21,22:10:52,Effulent Coil,0
67,12/03/21,22:12:15,Heat Ex Comp,0
68,12/03/21,22:23:07,Heat Ex Comp,1
