Row,Date,Time,Device,State
0,12/12/21,08:53:49,Heat Ex Comp,0
1,12/12/21,09:03:50,Heat Ex Comp,1
2,12/12/21,09:03:50,Cooling,1
3,12/12/21,09:15:23,Heat Ex Comp,0
4,12/12/21,09:18:57,Heating,1
5,12/12/21,09:22:51,Effulent Coil,1
6,12/12/21,09:25:23,Heat Ex Comp,1
7,12/12/21,09:31:02,Heat Ex Comp,0
8,12/12/21,09:31:27,Effulent Coil,0
9,12/12/21,09:33:46,Cooling,1
10,12/12/21,09:41:02,Heat Ex Comp,1
11,12/12/21,09:43:20,Conductivity Pump,1
12,12/12/21,09:43:30,Conductivity Pump,0
13,12/12/21,09:44:48,Heat Ex Comp,0
14,12/12/21,09:45:30,Conductivity Pump,1
15,12/12/21,09:45:40,Conductivity Pump,0
16,12/12/21,09:54:30,Cooling,1
17,12/12/21,09:54:48,Heat Ex Comp,1
18,12/12/21,09:58:14,Heat Ex Comp,0
19,12/12/21,10:09:54,Heat Ex Comp,1
20,12/12/21,10:09:54,Cooling,1
21,12/12/21,10:13:10,Heat Ex Comp,0
22,12/12/21,10:23:15,Heat Ex Comp,1
23,12/12/21,10:23:15,Cooling,1
24,12/12/21,10:26:12,Heat Ex Comp,0
25,12/12/21,10:35:19,Cooling,1
26,12/12/21,10:36:12,Heat Ex Comp,1
27,12/12/21,10:39:20,Heat Ex Comp,0
28,12/12/21,10:51:17,Heat Ex Comp,1
29,12/12/21,10:51:17,Cooling,1
30,12/12/21,10:54:35,Heat Ex Comp,0
31,12/12/21,11:02:51,Effulent Coil,1
32,12/12/21,11:04:52,Heat Ex Comp,1
33,12/12/21,11:04:52,Cooling,1
34,12/12/21,11:07:54,Conductivity Pump,1
35,12/12/21,11:08:04,Conductivity Pump,0
36,12/12/21,11:08:18,Heat Ex Comp,0
37,12/12/21,11:11:28,Effulent Coil,0
38,12/12/21,11:20:05,Heat Ex Comp,1
39,12/12/21,11:20:05,Cooling,1
40,12/12/21,11:23:33,Heat Ex Comp,0
41,12/12/21,11:33:06,Cooling,1
42,12/12/21,11:33:33,Heat Ex Comp,1
43,12/12/21,11:36:53,Heat Ex Comp,0
44,12/12/21,11:48:33,Heat Ex Comp,1
45,12/12/21,11:48:33,Cooling,1
46,12/12/21,11:51:58,Heat Ex Comp,0
47,12/12/21,12:03:26,Heat Ex Comp,1
48,12/12/21,12:03:26,Cooling,1
49,12/12/21,12:06:50,Heat Ex Comp,0
50,12/12/21,12:18:37,Heat Ex Comp,1
51,12/12/21,12:18:37,Cooling,1
52,12/12/21,12:22:07,Heat Ex Comp,0
53,12/12/21,12:32:07,Cooling,1
54,12/12/21,12:32:07,Heat Ex Comp,1
55,12/12/21,12:35:28,Heat Ex Comp,0
56,12/12/21,12:42:52,Effulent Coil,1
57,12/12/21,12:47:08,Heat Ex Comp,1
58,12/12/21,12:47:08,Cooling,1
59,12/12/21,12:50:26,Heat Ex Comp,0
60,12/12/21,12:51:28,Effulent Coil,0
61,12/12/21,13:00:22,Cooling,1
62,12/12/21,13:00:26,Heat Ex Comp,1
63,12/12/21,13:03:47,Heat Ex Comp,0
64,12/12/21,13:15:36,Heat Ex Comp,1
65,12/12/21,13:15:36,Cooling,1
66,12/12/21,13:18:58,Heat Ex Comp,0
67,12/12/21,13:29:55,Heat Ex Comp,1
68,12/12/21,13:29:55,Cooling,1
69,12/12/21,13:33:25,Heat Ex Comp,0
70,12/12/21,13:44:55,Heat Ex Comp,1
71,12/12/21,13:44:55,Cooling,1
72,12/12/21,13:48:27,Heat Ex Comp,0
73,12/12/21,13:59:17,Heat Ex Comp,1
74,12/12/21,13:59:17,Cooling,1
75,12/12/21,14:03:13,Heat Ex Comp,0
76,12/12/21,14:14:44,Heat Ex Comp,1
77,12/12/21,14:14:44,Cooling,1
78,12/12/21,14:18:32,Heat Ex Comp,0
79,12/12/21,14:22:52,Effulent Coil,1
80,12/12/21,14:28:19,Cooling,1
81,12/12/21,14:28:32,Heat Ex Comp,1
82,12/12/21,14:31:28,Effulent Coil,0
83,12/12/21,14:31:56,Heat Ex Comp,0
84,12/12/21,14:32:59,Conductivity Pump,1
85,12/12/21,14:33:08,Conductivity Pump,0
86,12/12/21,14:34:18,Conductivity Pump,1
87,12/12/21,14:34:29,Conductivity Pump,0
88,12/12/21,14:45:19,Heat Ex Comp,1
89,12/12/21,14:45:19,Cooling,1
90,12/12/21,14:48:43,Heat Ex Comp,0
91,12/12/21,14:58:59,Heat Ex Comp,1
92,12/12/21,14:58:59,Cooling,1
93,12/12/21,15:02:26,Heat Ex Comp,0
94,12/12/21,15:13:41,Heat Ex Comp,1
95,12/12/21,15:13:41,Cooling,1
96,12/12/21,15:17:05,Heat Ex Comp,0
97,12/12/21,15:26:03,Cooling,1
98,12/12/21,15:27:04,Heat Ex Comp,1
99,12/12/21,15:30:42,Heat Ex Comp,0
100,12/12/21,15:42:42,Heat Ex Comp,1
101,12/12/21,15:42:42,Cooling,1
102,12/12/21,15:45:10,pH Pump,1
103,12/12/21,15:45:31,pH Pump,0
104,12/12/21,15:46:17,Heat Ex Comp,0
105,12/12/21,15:49:11,pH Pump,1
106,12/12/21,15:49:31,pH Pump,0
107,12/12/21,15:53:11,pH Pump,1
108,12/12/21,15:53:31,pH Pump,0
109,12/12/21,15:55:45,Cooling,1
110,12/12/21,15:56:17,Heat Ex Comp,1
111,12/12/21,15:57:11,pH Pump,1
112,12/12/21,15:57:23,pH Pump,0
113,12/12/21,15:59:47,Heat Ex Comp,0
114,12/12/21,16:02:52,Effulent Coil,1
115,12/12/21,16:11:05,Heat Ex Comp,1
116,12/12/21,16:11:05,Cooling,1
117,12/12/21,16:11:28,Effulent Coil,0
118,12/12/21,16:14:28,Heat Ex Comp,0
119,12/12/21,16:25:39,Heat Ex Comp,1
120,12/12/21,16:25:39,Cooling,1
121,12/12/21,16:29:10,Heat Ex Comp,0
122,12/12/21,16:40:25,Heat Ex Comp,1
123,12/12/21,16:40:25,Cooling,1
124,12/12/21,16:43:54,Heat Ex Comp,0
125,12/12/21,16:55:51,Heat Ex Comp,1
126,12/12/21,16:55:51,Cooling,1
127,12/12/21,16:59:22,Heat Ex Comp,0
128,12/12/21,17:10:27,Heat Ex Comp,1
129,12/12/21,17:10:27,Cooling,1
130,12/12/21,17:13:55,Heat Ex Comp,0
131,12/12/21,17:24:51,Heat Ex Comp,1
132,12/12/21,17:24:51,Cooling,1
133,12/12/21,17:28:12,Heat Ex Comp,0
134,12/12/21,17:38:15,Heat Ex Comp,1
135,12/12/21,17:38:15,Cooling,1
136,12/12/21,17:41:30,Heat Ex Comp,0
137,12/12/21,17:42:52,Effulent Coil,1
138,12/12/21,17:51:28,Effulent Coil,0
139,12/12/21,17:53:32,Heat Ex Comp,1
